Frame Number,Vehicle,License Plate,Average Score
507,motorcycle_62.0,15G1-04024,0.796783478723632
507,motorcycle_24.0,29H1-85853,0.9188129703203837
507,motorcycle_73.0,29H1-1888,0.8506323248147964
508,car_16.0,30F-96054,0.4638509824872017
508,motorcycle_25.0,29K1-3074,0.6738343462347984
508,motorcycle_58.0,35H1-6048,0.6547542735934258
508,motorcycle_62.0,75G1-04024,0.8549015323321024
508,motorcycle_24.0,29H1-85853,0.9277342292997572
508,motorcycle_69.0,29E2-56849,0.9064708285861545
509,motorcycle_25.0,29K1-3074,0.6310205422341824
509,motorcycle_58.0,55H1-6048,0.6130231898277998
509,motorcycle_62.0,15G1-04024,0.7938078310754564
509,motorcycle_24.0,29H1-85853,0.9206109576755099
509,motorcycle_69.0,29E2-56849,0.8771698209974501
510,car_16.0,30F-96054,0.48373114690184593
510,motorcycle_25.0,29K1-3074,0.5716249961405993
510,motorcycle_58.0,36H1-6040,0.5793500728905201
510,motorcycle_62.0,15G1-04024,0.8425544169214036
510,motorcycle_24.0,29H1-85853,0.9226694769329495
510,motorcycle_69.0,29E2-56849,0.9061087369918823
511,motorcycle_25.0,29K1-3807,0.541406836360693
511,motorcycle_58.0,35H1-6048,0.5943568013608456
511,motorcycle_62.0,15G1-04024,0.8720313376850553
511,motorcycle_24.0,29H1-85853,0.906379348701901
511,motorcycle_69.0,29E2-56849,0.9005486567815145
512,car_16.0,30F-96054,0.45784558262676
512,motorcycle_25.0,29K1-3074,0.4936107359826565
512,motorcycle_58.0,35H1-60482,0.6433831387095981
512,motorcycle_62.0,75G1-04024,0.8130826122230954
512,motorcycle_24.0,29H1-85853,0.9174090292718675
512,motorcycle_69.0,29E2-66849,0.9090131057633294
513,motorcycle_25.0,29K1-38074,0.4708665394120746
513,motorcycle_58.0,55H1-60482,0.6882800923453437
513,motorcycle_62.0,15G1-04024,0.843798405594296
513,motorcycle_24.0,29H1-85853,0.9211468166775174
513,motorcycle_69.0,29E2-66849,0.9306918250189887
514,car_16.0,30F-96054,0.5699514839798212
514,motorcycle_25.0,29K1-3074,0.5721693970263004
514,motorcycle_62.0,15G1-04024,0.8424324724409316
514,motorcycle_24.0,29H1-85853,0.911853101518419
514,motorcycle_69.0,29E2-56849,0.9340703288714091
515,car_16.0,30F-96054,0.6435473710298538
515,motorcycle_25.0,29K1-3074,0.48728487081825733
515,motorcycle_58.0,56H1-60482,0.6303334997759925
515,motorcycle_62.0,15G1-04024,0.821914510594474
515,motorcycle_24.0,29H1-85853,0.9263066715664334
515,motorcycle_69.0,29E2-56849,0.9288552204767863
516,car_16.0,30F-96054,0.49179016053676605
516,motorcycle_58.0,56H1-60482,0.7137012614144219
516,motorcycle_62.0,15G1-04024,0.8302935692999098
516,motorcycle_24.0,29H1-85853,0.9234852459695604
516,motorcycle_69.0,29E2-66849,0.9383467965655856
517,motorcycle_58.0,56H1-60482,0.7070742646853129
517,motorcycle_62.0,15G1-04024,0.7981611755159166
517,motorcycle_24.0,29H1-85853,0.9244085881445143
518,car_16.0,30F-96054,0.4592795614153147
518,motorcycle_25.0,21K1-3074,0.4697926975786686
518,motorcycle_58.0,56H1-60482,0.6990815765327878
518,motorcycle_62.0,15G1-0402,0.7887788778170943
518,motorcycle_24.0,29H1-85853,0.9211632410685221
518,motorcycle_69.0,29E2-56849,0.944721069600847
519,motorcycle_58.0,56H1-00482,0.7099491159121195
519,motorcycle_62.0,75G1-0402,0.8617441356182098
519,motorcycle_24.0,29H1-85853,0.9136598176426358
519,motorcycle_69.0,29E2-56849,0.9420819150076972
520,car_16.0,30F-96054,0.4770239572972059
520,motorcycle_62.0,15G1-0402,0.8944747447967529
520,motorcycle_24.0,29H1-85853,0.9172089166111417
520,motorcycle_69.0,29E2-56849,0.9402780731519064
521,car_16.0,30F-96054,0.4490322880446911
521,motorcycle_62.0,15G1-0402,0.8682674765586853
521,motorcycle_24.0,29H1-85853,0.9206327067481147
521,motorcycle_69.0,29E2-56849,0.9422950678401523
522,car_16.0,30F-96054,0.5204679379239678
522,motorcycle_25.0,24H1-8174,0.4335857881233096
522,motorcycle_24.0,29H1-85853,0.9171758029195998
522,motorcycle_69.0,29E2-56849,0.92861451043023
523,car_16.0,30F-96054,0.5962148495018482
523,motorcycle_24.0,29H1-85853,0.8929839730262756
523,motorcycle_69.0,29E2-56849,0.918182459142473
524,car_16.0,30F-96054,0.5865957550704479
524,motorcycle_58.0,35A1-00482,0.6974071512619654
524,motorcycle_24.0,29H1-85853,0.9145536886321174
524,motorcycle_69.0,29E2-56849,0.8998436133066813
525,car_16.0,30F-96054,0.606277871876955
525,motorcycle_58.0,35A1-00482,0.7249143769343694
525,motorcycle_24.0,29H1-85853,0.9122735725508796
525,motorcycle_69.0,29E-56849,0.8783619031310081
525,motorcycle_79.0,29E1-93532,0.4450536519289017
526,car_16.0,30F-96054,0.583860918879509
526,motorcycle_58.0,35A1-0482,0.8383444473147392
526,motorcycle_24.0,29H1-85853,0.9229748712645637
526,motorcycle_79.0,29E1-0530,0.47874858044087887
527,car_16.0,30F-96054,0.6254341676831245
527,motorcycle_58.0,35A1-0482,0.8017140813171864
527,motorcycle_24.0,29H1-85853,0.927707572778066
527,motorcycle_69.0,29E2-56849,0.9002721905708313
527,motorcycle_79.0,29E1-93532,0.5556306160158582
528,car_16.0,30F-96054,0.5324906334280968
528,motorcycle_58.0,35A1-0482,0.7995477952063084
528,motorcycle_24.0,29H1-85853,0.917023221651713
528,motorcycle_69.0,29E2-56849,0.812583757771386
529,car_16.0,30F-96054,0.5597437229007483
529,motorcycle_25.0,29H1-8074,0.45426608622074127
529,motorcycle_58.0,35A1-0482,0.7816917952150106
529,motorcycle_24.0,29H1-85853,0.9213085174560547
529,motorcycle_69.0,29E2-53849,0.8620367778672112
530,car_16.0,30F-96054,0.563680125400424
530,motorcycle_58.0,35A1-60482,0.8042948047320048
530,motorcycle_24.0,29H1-85853,0.9244818687438965
531,car_16.0,30F-96054,0.5639075450599194
531,motorcycle_58.0,35A1-00482,0.6995678097009659
531,motorcycle_24.0,29H1-85853,0.9313356412781609
531,motorcycle_69.0,29E2-56049,0.8777476151784261
531,motorcycle_79.0,29E2-3532,0.49986280500888824
532,car_16.0,30F-96054,0.5545591749250889
532,motorcycle_58.0,35N1-60482,0.7849185648891661
532,motorcycle_24.0,29H1-85853,0.9271241492695279
532,motorcycle_69.0,29E2-56049,0.8955424626668295
532,motorcycle_79.0,29E2-35635,0.6707269152005514
533,car_16.0,30F-96054,0.5762641355395317
533,motorcycle_58.0,35S1-60482,0.7536851863066355
533,motorcycle_24.0,29H1-85853,0.9201471540662978
533,motorcycle_69.0,29E2-56849,0.8890672789679633
533,motorcycle_79.0,29E2-35635,0.6732229557302263
534,car_16.0,30F-96054,0.5797741860151291
534,motorcycle_58.0,35S1-60482,0.7790616353352865
534,motorcycle_24.0,29H1-85853,0.9199537436167399
534,motorcycle_69.0,29E2-56849,0.8968051274617513
535,car_16.0,30F-96054,0.5954619850963354
535,motorcycle_66.0,94B1-6574,0.46796965319663286
535,motorcycle_24.0,29H1-85853,0.9278949432902865
535,motorcycle_69.0,29E2-55849,0.9055537184079488
535,motorcycle_79.0,29E2-86636,0.7182234095202552
536,car_16.0,30F-96054,0.5584530308842659
536,motorcycle_24.0,29H1-85853,0.9254811339908176
536,motorcycle_69.0,29E2-55849,0.89515753587087
536,motorcycle_79.0,29E2-3635,0.8537221401929855
537,car_16.0,30F-96054,0.5732182376086712
537,motorcycle_58.0,35N1-60482,0.787433879243003
537,motorcycle_24.0,29H1-85853,0.9262718756993612
537,motorcycle_69.0,29E2-55849,0.7648760610156589
537,motorcycle_79.0,29E2-63635,0.8502196139759488
538,car_16.0,30F-96054,0.4487240817397833
538,motorcycle_24.0,29H1-85853,0.9309757815466987
538,motorcycle_69.0,29E2-56849,0.8894495632913377
538,motorcycle_79.0,29E2-83635,0.8549263874689738
539,car_16.0,30F-96054,0.45662521198391914
539,motorcycle_58.0,35N1-60482,0.7928410669167837
539,motorcycle_24.0,29H1-85853,0.9239010678397285
539,motorcycle_69.0,29E2-56849,0.9054954316880968
540,car_16.0,30F-96054,0.5197972003370523
540,motorcycle_58.0,35K1-60482,0.7806582765446769
540,motorcycle_24.0,29H1-85853,0.9265656736161973
540,motorcycle_69.0,29E2-56849,0.9054791728655497
540,motorcycle_79.0,29E2-83635,0.7678439252906375
541,car_16.0,30F-96054,0.49185176007449627
541,motorcycle_58.0,35K1-60482,0.8179054922527738
541,motorcycle_24.0,29H1-85853,0.9310115443335639
541,motorcycle_69.0,29E2-56849,0.9049738248189291
541,motorcycle_79.0,29E2-83665,0.8436308403809866
542,car_16.0,30F-96054,0.5401295106858015
542,motorcycle_58.0,35K1-60482,0.8711914618810018
542,motorcycle_24.0,29H1-85853,0.9318765534294976
542,motorcycle_69.0,29E2-56849,0.917630136013031
542,motorcycle_79.0,29E2-83635,0.8110432624816895
543,car_16.0,30F-96054,0.5401136577129364
543,motorcycle_58.0,35K1-60482,0.845550513929791
543,motorcycle_24.0,29H1-85853,0.9308575457996793
543,motorcycle_69.0,29E2-56849,0.9162769913673401
543,motorcycle_79.0,29E2-83635,0.88937332895067
544,car_16.0,30F-96054,0.44352657720446587
544,motorcycle_25.0,28K1-0764,0.5889997184276581
544,motorcycle_58.0,35K1-60482,0.8478296564684974
544,motorcycle_24.0,29H1-85853,0.9335846503575643
544,motorcycle_69.0,29E2-56849,0.9248473511801826
544,motorcycle_79.0,29E2-83635,0.8523618314001296
545,car_16.0,30F-96054,0.4639324378222227
545,motorcycle_58.0,35K1-60482,0.8636929723951552
545,motorcycle_24.0,29H1-85853,0.9362415737575955
545,motorcycle_69.0,29E2-56849,0.9045679834153917
545,motorcycle_79.0,29E2-83535,0.8402843938933479
546,car_16.0,30F-96054,0.4601000342518091
546,motorcycle_25.0,26K1-90764,0.5585896174112955
546,motorcycle_58.0,35K1-60482,0.8773923185136583
546,motorcycle_24.0,29H1-85853,0.9260093768437704
546,motorcycle_69.0,29E2-56849,0.8846615221765306
546,motorcycle_79.0,29E2-83535,0.7125129799048106
547,car_16.0,30F-96054,0.555630698800087
547,motorcycle_25.0,29K1-90764,0.574041388101048
547,motorcycle_58.0,35K1-60482,0.8569152818785774
547,motorcycle_24.0,29H1-85853,0.9297810329331292
547,motorcycle_69.0,29E2-56849,0.9301600787374709
547,motorcycle_79.0,29E2-83635,0.8424257304933336
547,motorcycle_75.0,29Y3-39268,0.9208660258187188
548,car_16.0,30F-96054,0.5050992406904697
548,motorcycle_58.0,35K1-60482,0.8254136376910739
548,motorcycle_24.0,29H1-85853,0.9217627048492432
548,motorcycle_69.0,29E2-55849,0.9048051370514764
548,motorcycle_79.0,29E2-83635,0.8751860989464654
548,motorcycle_75.0,29Y3-39268,0.9126906858550178
549,car_16.0,30F-96054,0.4992481265217066
549,motorcycle_25.0,29K1-07654,0.5565650272700522
549,motorcycle_58.0,35K1-60482,0.8257866601149241
549,motorcycle_24.0,29H1-85853,0.9335590932104323
549,motorcycle_69.0,29E2-55849,0.8781797422303094
549,motorcycle_79.0,29E2-83635,0.8893409172693888
549,motorcycle_75.0,29Y3-39268,0.9127513633833991
550,car_16.0,30F-96054,0.4519079076126218
550,motorcycle_58.0,35K1-60482,0.8012858380873998
550,motorcycle_24.0,29H1-85853,0.9227602746751573
550,motorcycle_69.0,29E2-55849,0.8799655305014716
550,motorcycle_75.0,29Y3-39268,0.9191252324316237
551,car_16.0,30F-96054,0.45619741827249527
551,motorcycle_25.0,29K1-0765,0.5603604866191745
551,motorcycle_58.0,35K1-60482,0.8570868306689792
551,motorcycle_24.0,29H1-85853,0.9290287892023722
551,motorcycle_69.0,29E2-56849,0.865212082862854
551,motorcycle_79.0,29E2-63635,0.8869653675291274
551,motorcycle_75.0,29Y3-39268,0.917143788602617
552,car_16.0,30F-96054,0.4752187207341194
552,motorcycle_25.0,29K1-0765,0.5492853336036205
552,motorcycle_58.0,35K1-60482,0.7054071409834756
552,motorcycle_24.0,29H1-85853,0.926246272193061
552,motorcycle_69.0,29E2-56849,0.9173205892244974
552,motorcycle_79.0,29E2-83635,0.90144016345342
552,motorcycle_75.0,29Y3-39268,0.912058863374922
552,motorcycle_85.0,29H1-61888,0.8831381599108378
552,motorcycle_62.0,75G1-4924,0.5340652782469988
553,car_16.0,30F-96054,0.5310807079076767
553,motorcycle_25.0,29K1-10754,0.5813411325216293
553,motorcycle_24.0,29H1-85853,0.9227683676613702
553,motorcycle_69.0,29E2-56849,0.9246548016866049
553,motorcycle_75.0,29Y3-39268,0.9140126705169678
553,motorcycle_85.0,29H1-61888,0.8514315982659658
553,motorcycle_62.0,75G1-0402,0.6965308645740151
553,motorcycle_87.0,29Y3-39268,0.9020943707889981
554,motorcycle_25.0,28K1-0754,0.5336390594020486
554,motorcycle_58.0,35K1-60482,0.7361545380618837
554,motorcycle_24.0,29H1-85853,0.8980984820259942
554,motorcycle_69.0,29E2-56849,0.9134420487615798
554,motorcycle_79.0,29E3-83635,0.8385041091177199
554,motorcycle_75.0,29Y3-39268,0.8977800541453891
554,motorcycle_85.0,29H1-61888,0.8807172973950704
554,motorcycle_62.0,75G1-04024,0.7090200947390662
554,motorcycle_87.0,29Y3-39268,0.8911682963371277
555,motorcycle_25.0,29K1-6064,0.3882993208244443
555,motorcycle_24.0,29H1-85853,0.878176404370202
555,motorcycle_69.0,29E2-56849,0.792718748251597
555,motorcycle_75.0,29Y3-39268,0.8228293077813255
555,motorcycle_85.0,29H1-61888,0.8559434016545614
555,motorcycle_62.0,75G1-04024,0.6943782799773746
555,motorcycle_87.0,29Y3-39268,0.81330689539512
556,car_16.0,30F-96054,0.5069141741842031
556,motorcycle_25.0,29K1-1754,0.44848086778074503
556,motorcycle_58.0,35K1-80482,0.8173469503720602
556,motorcycle_24.0,29H1-85853,0.884742001692454
556,motorcycle_69.0,29E2-56849,0.8781590792867873
556,motorcycle_79.0,29E3-3633,0.7825306542217731
556,motorcycle_75.0,29Y3-39268,0.8996219171418084
556,motorcycle_85.0,29H1-81888,0.8620379467805227
556,motorcycle_62.0,15G1-04024,0.6807794322570165
556,motorcycle_87.0,29Y3-39268,0.8790243797832065
557,car_16.0,30F-96054,0.48325284756720066
557,motorcycle_25.0,29K1-1754,0.45017835311591625
557,motorcycle_58.0,35K1-80482,0.8589194748136733
557,motorcycle_24.0,29H1-85853,0.8850895232624478
557,motorcycle_69.0,29E2-56849,0.8907013800409105
557,motorcycle_79.0,29E3-63633,0.7202022986279594
557,motorcycle_75.0,29Y3-39268,0.9059397313329909
557,motorcycle_85.0,29H1-81888,0.8714595635732015
557,motorcycle_62.0,15G1-04024,0.7184805903169844
557,motorcycle_87.0,29Y3-39268,0.8897316058476766
558,car_16.0,30F-96054,0.47785707004368305
558,motorcycle_25.0,29K1-8074,0.5507694818079472
558,motorcycle_58.0,35K1-80482,0.8182670076688131
558,motorcycle_24.0,29H1-85853,0.9075868858231438
558,motorcycle_69.0,29E2-56849,0.8628557456864251
558,motorcycle_87.0,29Y3-39268,0.8801765773031447
559,car_16.0,30F-96054,0.4845012817531824
559,motorcycle_58.0,35K1-80482,0.82426518201828
559,motorcycle_24.0,29H1-85853,0.9154244131512113
559,motorcycle_69.0,29E2-56849,0.8160377542177836
559,motorcycle_79.0,29E2-83635,0.7583792689773772
559,motorcycle_87.0,29Y3-39268,0.9139482776323954
560,car_16.0,30F-96054,0.5553101822733879
560,motorcycle_58.0,35K1-80482,0.8371910320387946
560,motorcycle_24.0,29H1-85853,0.9096474051475525
560,motorcycle_69.0,29E2-56849,0.8544661402702332
560,motorcycle_85.0,29H1-61888,0.888139526049296
560,motorcycle_87.0,29Y3-39268,0.9141974250475565
561,car_16.0,30F-96054,0.5438962839543819
561,motorcycle_25.0,28K1-0754,0.49590776674449444
561,motorcycle_58.0,35K1-80482,0.8298836681577895
561,motorcycle_24.0,29H1-85853,0.905293431546953
561,motorcycle_69.0,29E2-56849,0.8765333361095853
561,motorcycle_79.0,29E2-43533,0.6207090947363112
561,motorcycle_85.0,29H1-61888,0.8725212746196322
561,motorcycle_87.0,29Y3-39268,0.9125670790672302
562,car_16.0,30F-96054,0.4370875861495733
562,motorcycle_58.0,35K1-80482,0.8757235606511434
562,motorcycle_24.0,29H1-85853,0.8938734067810906
562,motorcycle_69.0,29E2-56849,0.8941637145148383
562,motorcycle_79.0,29E3-83535,0.8259849945704142
562,motorcycle_85.0,29H1-61888,0.8968121475643582
562,motorcycle_87.0,29Y3-39268,0.912120693259769
563,car_16.0,30F-96054,0.47842147573828697
563,motorcycle_25.0,29K1-0754,0.6223783120512962
563,motorcycle_58.0,35K1-80482,0.8343513144387139
563,motorcycle_24.0,29H1-85853,0.9066037734349569
563,motorcycle_69.0,29E2-56849,0.8936111927032471
563,motorcycle_79.0,29E2-83535,0.8844483296076456
563,motorcycle_85.0,29H1-61888,0.9106929037306044
563,motorcycle_87.0,29Y3-39268,0.9138593673706055
564,car_16.0,30F-96054,0.5441599879413843
564,motorcycle_58.0,35K1-80482,0.8700316150983175
564,motorcycle_24.0,29H1-85853,0.9166785081227621
564,motorcycle_69.0,29E2-56849,0.8946013715532091
564,motorcycle_79.0,29E2-83635,0.8582102192772759
564,motorcycle_85.0,29H1-61888,0.9116412334971957
564,motorcycle_62.0,15G1-04024,0.6960407114691205
564,motorcycle_87.0,29Y3-39268,0.9222686092058817
565,car_16.0,30F-96054,0.5402447152882814
565,motorcycle_58.0,35K1-80482,0.8624386257595487
565,motorcycle_24.0,29H1-85853,0.8971238931020101
565,motorcycle_69.0,29E2-56849,0.8697589172257317
565,motorcycle_85.0,29H1-61888,0.9108783801396688
565,motorcycle_87.0,29Y3-39268,0.912197642856174
566,car_16.0,30F-96054,0.45509760826826096
566,motorcycle_58.0,35K1-80482,0.8438578711615669
566,motorcycle_24.0,29H1-85853,0.8926318618986342
566,motorcycle_69.0,29E2-56849,0.8910246425204806
566,motorcycle_85.0,29H1-61888,0.89110224114524
566,motorcycle_87.0,29Y3-39268,0.9124202065997653
567,car_16.0,30F-96054,0.507156839594245
567,motorcycle_25.0,29K1-8054,0.5747739188373089
567,motorcycle_58.0,35K1-80482,0.8430433207088046
567,motorcycle_24.0,29H1-85853,0.8488391803370582
567,motorcycle_69.0,29E2-5684,0.894345186650753
567,motorcycle_85.0,29H1-61888,0.9166219896740384
567,motorcycle_87.0,29Y3-39268,0.9132207102245755
568,car_16.0,30F-96054,0.5175526440143585
568,motorcycle_58.0,35K1-80482,0.8688721656799316
568,motorcycle_24.0,29H1-85853,0.8703104654947916
568,motorcycle_69.0,29E2-56984,0.7091545363267263
568,motorcycle_85.0,29H1-61888,0.901112695535024
568,motorcycle_87.0,29Y3-39268,0.9227044185002645
569,car_16.0,30F-96054,0.5694498904049397
569,motorcycle_58.0,35K1-80482,0.8660121626324124
569,motorcycle_24.0,29H1-85853,0.8640628721978929
569,motorcycle_69.0,29E2-5649,0.6943695582449436
569,motorcycle_85.0,29H1-61888,0.901823620001475
569,motorcycle_87.0,29Y3-39268,0.9161536826027764
570,car_16.0,30F-96054,0.5636016977950931
570,motorcycle_58.0,35K1-80482,0.873003343741099
570,motorcycle_24.0,29H1-85853,0.8711143665843539
570,motorcycle_69.0,29E2-56949,0.6961617039309608
570,motorcycle_85.0,29H1-61888,0.8883012003368802
570,motorcycle_87.0,29Y3-39268,0.9273654023806254
571,car_16.0,30F-96054,0.5379107687622309
571,motorcycle_58.0,35K1-80482,0.8021458983421326
571,motorcycle_24.0,29H1-85853,0.9224715895122952
571,motorcycle_85.0,29H1-61888,0.893478963110182
571,motorcycle_62.0,15G1-04024,0.5259487645493613
571,motorcycle_87.0,29Y3-39268,0.909726169374254
572,car_16.0,30F-96054,0.5358269196003675
572,motorcycle_25.0,29K1-80754,0.661445783244239
572,motorcycle_58.0,35K1-80482,0.8722855978541904
572,motorcycle_24.0,29H1-85853,0.9068121314048767
572,motorcycle_79.0,29E2-83635,0.7836914310852686
572,motorcycle_85.0,29H1-61888,0.916255255540212
572,motorcycle_87.0,29Y3-39268,0.9352480040656196
573,car_16.0,30F-96054,0.5467394143342972
573,motorcycle_58.0,35K1-80482,0.817442880736457
573,motorcycle_24.0,29H1-85853,0.8968950046433343
573,motorcycle_79.0,23E2-83635,0.7401382823785146
573,motorcycle_85.0,29H1-61888,0.9135875172085233
573,motorcycle_62.0,13G1-04024,0.5315374847915437
573,motorcycle_87.0,29Y3-39268,0.9238607221179538
574,motorcycle_58.0,35K1-60482,0.8662384218639798
574,motorcycle_24.0,29H1-85853,0.8740070627795326
574,motorcycle_79.0,29E2-83535,0.7073641584979163
574,motorcycle_85.0,29H1-61888,0.8623438775539398
574,motorcycle_87.0,29Y3-39268,0.925642172495524
575,car_16.0,30F-96054,0.5982989184558392
575,motorcycle_58.0,35K1-60482,0.8743707471423678
575,motorcycle_24.0,29H1-85853,0.9073511295848422
575,motorcycle_79.0,29E2-83635,0.7717408869001601
575,motorcycle_85.0,29H1-61888,0.921059078640408
575,motorcycle_87.0,29Y3-39268,0.9241746266682943
576,motorcycle_58.0,35K1-60482,0.8787368271085951
576,motorcycle_24.0,29H1-85853,0.9237580762969123
576,motorcycle_79.0,29E2-3635,0.6839805617928505
576,motorcycle_85.0,29H1-61888,0.9190050098631117
576,motorcycle_62.0,75G-04024,0.4856194658204913
576,motorcycle_87.0,29Y3-39268,0.9255015717612373
577,car_16.0,30F-96054,0.6202847734093666
577,motorcycle_25.0,29K1-80754,0.5554898356397947
577,motorcycle_58.0,35K1-60482,0.891612728436788
577,motorcycle_24.0,29H1-85853,0.9100609620412191
577,motorcycle_79.0,29E2-83655,0.7820963495307498
577,motorcycle_85.0,29H1-61888,0.9217757251527574
577,motorcycle_87.0,29Y3-39268,0.922101616859436
577,motorcycle_89.0,36G1-4637,0.6960868146270514
578,car_16.0,30F-96054,0.6019503884017467
578,motorcycle_58.0,35K1-60482,0.851855648888482
578,motorcycle_24.0,29H1-85853,0.921622547838423
578,motorcycle_79.0,29E2-83635,0.7789809372689989
578,motorcycle_85.0,29H1-61888,0.9092231657769945
578,motorcycle_87.0,29Y3-39268,0.9194379713800218
578,motorcycle_89.0,36G1-43716,0.6831239263216654
579,car_16.0,30F-96054,0.5354219134896994
579,motorcycle_25.0,29K1-3074,0.6541257984936237
579,motorcycle_58.0,35K1-60482,0.8506296608183119
579,motorcycle_24.0,29H1-85853,0.9244115617540147
579,motorcycle_69.0,29F1-5661,0.3801003536209464
579,motorcycle_79.0,29E2-83635,0.7229427033000522
579,motorcycle_85.0,29H1-61888,0.9137997892167833
579,motorcycle_87.0,29Y3-39268,0.9239914019902548
579,motorcycle_89.0,36G1-3716,0.8174800612032413
580,car_16.0,30F-96054,0.5816232953220606
580,motorcycle_58.0,35K1-60482,0.8498033086458842
580,motorcycle_24.0,29H1-85853,0.9263123472531637
580,motorcycle_79.0,29E2-43655,0.7126900007327398
580,motorcycle_85.0,29H1-61888,0.9225926465458341
580,motorcycle_87.0,29Y3-39268,0.9195637636714511
580,motorcycle_89.0,36G1-3713,0.9165180623531342
581,car_16.0,30F-96054,0.5592959746718407
581,motorcycle_58.0,35K1-60482,0.817843046453264
581,motorcycle_24.0,29H1-85853,0.9276247223218282
581,motorcycle_85.0,29H1-61888,0.9259040157000223
581,motorcycle_62.0,13G1-04024,0.5573337641027238
581,motorcycle_87.0,29Y3-39268,0.906753142674764
581,motorcycle_89.0,36G1-3713,0.9032986164093018
582,car_16.0,30F-96054,0.49957727640867233
582,motorcycle_25.0,26K1-3074,0.6257039979100227
582,motorcycle_58.0,35K1-60482,0.8348867032263014
582,motorcycle_24.0,29H1-85853,0.9254330926471286
582,motorcycle_85.0,29H1-61888,0.9092377954059176
582,motorcycle_87.0,29Y3-39268,0.911081420050727
582,motorcycle_89.0,36G1-43713,0.8593732979562547
583,car_16.0,30F-96054,0.6051571145653725
583,motorcycle_58.0,35K1-60482,0.8542878031730652
583,motorcycle_24.0,29H1-85853,0.9242163101832072
583,motorcycle_79.0,29E2-83635,0.7146639972925186
583,motorcycle_85.0,29H1-61888,0.9275996486345927
583,motorcycle_62.0,15G1-60402,0.5189941773811976
583,motorcycle_87.0,29Y3-39268,0.9208580520417955
583,motorcycle_89.0,36G1-43713,0.8378046933147643
584,motorcycle_58.0,35K1-60482,0.7892008788055844
584,motorcycle_24.0,29H1-85853,0.9291422433323331
584,motorcycle_79.0,29E2-43655,0.661457864774598
584,motorcycle_85.0,29H1-61888,0.9255002604590522
584,motorcycle_87.0,29Y3-39268,0.9179157084888883
584,motorcycle_89.0,36G1-43713,0.8491534607277976
585,car_16.0,30F-96054,0.5374648533761501
585,motorcycle_25.0,29K1-80764,0.6483379610710673
585,motorcycle_58.0,39K1-0482,0.6908208467066288
585,motorcycle_24.0,29H1-85853,0.9240067932340834
585,motorcycle_79.0,29E2-83635,0.6879232823848724
585,motorcycle_85.0,29H1-61888,0.9230203231175741
585,motorcycle_87.0,29Y3-39268,0.9019127753045824
585,motorcycle_89.0,36G1-43713,0.8611593743165334
586,car_16.0,30F-96054,0.6008425503969193
586,motorcycle_58.0,39K1-30482,0.6911333236429427
586,motorcycle_24.0,29H1-85853,0.9305348661210802
586,motorcycle_85.0,29H1-61888,0.8994367453787062
586,motorcycle_87.0,29Y3-39268,0.8967556887202792
586,motorcycle_89.0,36G1-43713,0.8338752629028426
587,car_16.0,30F-96054,0.6202080510556698
587,motorcycle_24.0,29H1-85853,0.9080896112653944
587,motorcycle_79.0,28E2-6001,0.5014657396823168
587,motorcycle_85.0,29H1-61888,0.8896298673417833
587,motorcycle_87.0,29Y3-39268,0.890726645787557
587,motorcycle_89.0,36G1-3713,0.9306575581431389
588,car_16.0,30F-96054,0.5545763000845909
588,motorcycle_25.0,21K1-6754,0.41872320882976055
588,motorcycle_58.0,39K1-60482,0.6571886291106542
588,motorcycle_24.0,29H1-85853,0.8965867227978177
588,motorcycle_85.0,29H1-61888,0.9060496025615268
588,motorcycle_87.0,29Y3-39268,0.9030136201116774
588,motorcycle_89.0,36G1-3713,0.9257978349924088
589,car_16.0,30F-96054,0.575804628431797
589,motorcycle_25.0,29K1-6076,0.5056393798440695
589,motorcycle_58.0,39K1-80482,0.6741542352570428
589,motorcycle_24.0,29H1-85853,0.9166587988535563
589,motorcycle_85.0,29H1-61888,0.9029882815149095
589,motorcycle_87.0,29Y3-39268,0.9313850535286797
589,motorcycle_89.0,36G1-3713,0.9319537729024887
590,car_16.0,30F-96054,0.5520939007401466
590,motorcycle_25.0,29K1-3376,0.5469357557594776
590,motorcycle_58.0,39K1-60482,0.685643431213167
590,motorcycle_24.0,29H1-85853,0.9210804634624057
590,motorcycle_79.0,29E2-65085,0.4603852248854107
590,motorcycle_85.0,29H1-61888,0.9194039503733317
590,motorcycle_62.0,59G1-6402,0.47781726624816656
590,motorcycle_87.0,29Y3-39268,0.9083488318655226
590,motorcycle_89.0,36G1-3713,0.9240066632628441
591,car_16.0,30F-96054,0.5238836398348212
591,motorcycle_25.0,21K1-6764,0.46422286704182625
591,motorcycle_58.0,39K1-60482,0.6369244588745965
591,motorcycle_24.0,29H1-85853,0.8984946409861246
591,motorcycle_79.0,29E2-30355,0.5243001116646661
591,motorcycle_85.0,29H1-61888,0.9192662702666389
591,motorcycle_87.0,29Y3-39268,0.9210113949245877
591,motorcycle_89.0,36G1-3713,0.9330760613083839
592,car_16.0,30F-96054,0.5703162178397179
592,motorcycle_25.0,29K1-6764,0.5808096593245864
592,motorcycle_58.0,39K1-60482,0.6344249248504639
592,motorcycle_24.0,29H1-85853,0.9217395186424255
592,motorcycle_79.0,29E2-5635,0.6112403608858585
592,motorcycle_85.0,29H1-61888,0.8989944656689962
592,motorcycle_87.0,29Y3-39268,0.9326785405476888
